"ID IMG","Label","Taxon","Taxon nom scientifique","Date image","Heure image","Date Ref","Heure Ref","X1","Y1","X2","Y2","XM","YM","Polygone","User Nom","User ID","Mission","Observatoire"
"6740","MOMAR_20140803000021.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","00:00:21","2014/08/03","00:00:00","1035","616","1017","592","1026","604","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6740","MOMAR_20140803000021.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","00:00:21","2014/08/03","00:00:00","1027","594","1049","614","1038","604","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6740","MOMAR_20140803000021.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","00:00:21","2014/08/03","00:00:00","1027","593","1044","620","1036","607","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6740","MOMAR_20140803000021.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","00:00:21","2014/08/03","00:00:00","1013","598","1032","613","1023","606","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6741","MOMAR_20140803060018.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","06:00:18","2014/08/03","06:00:00","908","571","894","591","901","581","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6741","MOMAR_20140803060018.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","06:00:18","2014/08/03","06:00:00","794","773","790","799","792","786","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6741","MOMAR_20140803060018.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","06:00:18","2014/08/03","06:00:00","893","625","911","644","902","635","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6743","MOMAR_20140803180016.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","18:00:16","2014/08/03","18:00:00","1377","809","1332","803","1355","806","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6743","MOMAR_20140803180016.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/03","18:00:16","2014/08/03","18:00:00","1070","723","1141","705","1106","714","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6745","MOMAR_20140804120015.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","12:00:15","2014/08/04","12:00:00","974","1021","996","1032","985","1027","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6745","MOMAR_20140804120015.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","12:00:15","2014/08/04","12:00:00","978","1026","990","1014","984","1020","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6745","MOMAR_20140804120015.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","12:00:15","2014/08/04","12:00:00","1013","912","1013","866","1013","889","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6745","MOMAR_20140804120015.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","12:00:15","2014/08/04","12:00:00","992","900","1025","885","1009","893","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6745","MOMAR_20140804120015.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","12:00:15","2014/08/04","12:00:00","1061","720","1118","703","1090","712","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6746","MOMAR_20140804180013.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","18:00:13","2014/08/04","18:00:00","800","943","785","964","793","954","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6746","MOMAR_20140804180013.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","18:00:13","2014/08/04","18:00:00","799","933","792","968","796","951","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6746","MOMAR_20140804180013.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","18:00:13","2014/08/04","18:00:00","795","933","782","960","789","947","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6746","MOMAR_20140804180013.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/04","18:00:13","2014/08/04","18:00:00","788","968","804","935","796","952","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6747","MOMAR_20140805000012.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","00:00:12","2014/08/05","00:00:00","1004","628","1006","588","1005","608","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6747","MOMAR_20140805000012.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","00:00:12","2014/08/05","00:00:00","1002","592","999","629","1001","611","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6747","MOMAR_20140805000012.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","00:00:12","2014/08/05","00:00:00","999","589","995","629","997","609","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6748","MOMAR_20140805060011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","06:00:11","2014/08/05","06:00:00","990","759","1017","729","1004","744","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6748","MOMAR_20140805060011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","06:00:11","2014/08/05","06:00:00","1024","728","995","757","1010","743","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6748","MOMAR_20140805060011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","06:00:11","2014/08/05","06:00:00","1073","720","1118","701","1096","711","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6748","MOMAR_20140805060011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","06:00:11","2014/08/05","06:00:00","985","763","1019","727","1002","745","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","951","677","994","676","973","677","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","1065","502","1084","522","1075","512","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","951","676","1001","682","976","679","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","954","674","1005","686","980","680","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","1078","511","1080","528","1079","520","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","1068","501","1075","507","1072","504","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","958","675","999","683","979","679","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6749","MOMAR_20140805120011.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","12:00:11","2014/08/05","12:00:00","1069","503","1084","520","1077","512","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6750","MOMAR_20140805180010.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/05","18:00:10","2014/08/05","18:00:00","660","983","723","991","692","987","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6751","MOMAR_20140806000009.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/06","00:00:09","2014/08/06","00:00:00","759","1009","774","1014","767","1012","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6751","MOMAR_20140806000009.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/06","00:00:09","2014/08/06","00:00:00","759","1004","772","1016","766","1010","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6752","MOMAR_20140806060008.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/06","06:00:08","2014/08/06","06:00:00","1510","746","1554","785","1532","766","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6755","MOMAR_20140807000006.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/07","00:00:06","2014/08/07","00:00:00","1050","582","1028","593","1039","588","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6759","MOMAR_20140808000003.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/08","00:00:03","2014/08/08","00:00:00","1054","884","1033","878","1044","881","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6759","MOMAR_20140808000003.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/08","00:00:03","2014/08/08","00:00:00","1034","868","1059","884","1047","876","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6759","MOMAR_20140808000003.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/08","00:00:03","2014/08/08","00:00:00","869","820","879","788","874","804","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6760","MOMAR_20140808060002.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/08","06:00:02","2014/08/08","06:00:00","575","985","739","1004","657","995","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6762","MOMAR_20140808180001.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/08","18:00:01","2014/08/08","18:00:00","983","698","1023","696","1003","697","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6764","MOMAR_20140809055958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","05:59:58","2014/08/09","06:00:00","591","972","621","981","606","977","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6764","MOMAR_20140809055958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","05:59:58","2014/08/09","06:00:00","700","974","695","1002","698","988","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6764","MOMAR_20140809055958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","05:59:58","2014/08/09","06:00:00","639","967","612","1005","626","986","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","1061","595","1081","635","1071","615","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","997","870","1017","894","1007","882","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","877","864","883","877","880","871","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","1061","605","1083","629","1072","617","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","1056","598","1078","625","1067","612","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","1000","870","1020","891","1010","881","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6765","MOMAR_20140809115958.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","11:59:58","2014/08/09","12:00:00","1022","906","1004","871","1013","889","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","1100","388","1123","358","1112","373","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","883","438","919","448","901","443","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","880","864","908","867","894","866","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","1069","508","1084","508","1077","508","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","1121","323","1128","333","1125","328","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6766","MOMAR_20140809175956.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","17:59:56","2014/08/09","18:00:00","1103","378","1111","358","1107","368","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6767","MOMAR_20140809235957.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","23:59:57","2014/08/10","00:00:00","1085","727","1135","708","1110","718","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6767","MOMAR_20140809235957.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/09","23:59:57","2014/08/10","00:00:00","1060","599","1038","581","1049","590","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6768","MOMAR_20140810055955.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","05:59:55","2014/08/10","06:00:00","883","865","896","869","890","867","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6769","MOMAR_20140810115954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","11:59:54","2014/08/10","12:00:00","766","1070","769","1037","768","1054","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6769","MOMAR_20140810115954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","11:59:54","2014/08/10","12:00:00","766","1051","772","1078","769","1065","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6769","MOMAR_20140810115954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","11:59:54","2014/08/10","12:00:00","898","802","938","779","918","791","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6769","MOMAR_20140810115954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","11:59:54","2014/08/10","12:00:00","880","796","913","799","897","798","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6769","MOMAR_20140810115954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","11:59:54","2014/08/10","12:00:00","789","791","795","769","792","780","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6770","MOMAR_20140810175954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","17:59:54","2014/08/10","18:00:00","973","676","952","689","963","683","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6771","MOMAR_20140810235954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","23:59:54","2014/08/11","00:00:00","991","323","987","357","989","340","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6771","MOMAR_20140810235954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","23:59:54","2014/08/11","00:00:00","986","363","989","315","988","339","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6771","MOMAR_20140810235954.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/10","23:59:54","2014/08/11","00:00:00","992","353","997","331","995","342","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6773","MOMAR_20140811115951.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","11:59:51","2014/08/11","12:00:00","791","315","819","346","805","331","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6773","MOMAR_20140811115951.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","11:59:51","2014/08/11","12:00:00","823","357","784","299","804","328","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6773","MOMAR_20140811115951.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","11:59:51","2014/08/11","12:00:00","787","317","797","338","792","328","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6774","MOMAR_20140811175950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","17:59:50","2014/08/11","18:00:00","1125","700","1131","714","1128","707","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1018","378","1034","394","1026","386","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1018","379","1023","390","1021","385","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1163","736","1168","766","1166","751","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1161","737","1172","766","1167","752","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1032","395","1015","377","1024","386","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1164","761","1153","733","1159","747","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6775","MOMAR_20140811235950.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/11","23:59:50","2014/08/12","00:00:00","1153","734","1161","756","1157","745","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6776","MOMAR_20140812055949.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/12","05:59:49","2014/08/12","06:00:00","953","507","953","532","953","520","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6776","MOMAR_20140812055949.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/12","05:59:49","2014/08/12","06:00:00","950","506","946","540","948","523","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6778","MOMAR_20140812175947.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/12","17:59:47","2014/08/12","18:00:00","1484","501","1446","507","1465","504","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6778","MOMAR_20140812175947.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/12","17:59:47","2014/08/12","18:00:00","1453","520","1495","500","1474","510","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
"6780","MOMAR_20140813115945.jpg","Crabe bythograeidé","Segonzacia mesatlantica","2014/08/13","11:59:45","2014/08/13","12:00:00","901","634","920","647","911","641","0","Cborremans","1","La marée à 1700 m de fond ?","EMSO_AZORES"
